year,city,county,rate,rate_change
2020,Live Oak,Santa Cruz,0.09,
2021,Live Oak,Santa Cruz,0.09,0
2022,Live Oak,Santa Cruz,0.09,0
2020,Live Oak,Sutter,0.0725,
2021,Live Oak,Sutter,0.0725,0
2022,Live Oak,Sutter,0.0725,0
2020,Livermore,Alameda,0.0925,
2021,Livermore,Alameda,0.0925,0
2022,Livermore,Alameda,0.1025,0.108108108
2020,Livingston,Merced,0.0775,
2021,Livingston,Merced,0.0775,0
2022,Livingston,Merced,0.0775,0
2020,Llano,Los Angeles,0.095,
2021,Llano,Los Angeles,0.095,0
2022,Llano,Los Angeles,0.095,0
2020,Loch Lomond,Lake,0.0725,
2021,Loch Lomond,Lake,0.0725,0
2022,Loch Lomond,Lake,0.0725,0
2020,Locke,Sacramento,0.0775,
2021,Locke,Sacramento,0.0775,0
2022,Locke,Sacramento,0.0775,0
2020,Lockeford,San Joaquin,0.0775,
2021,Lockeford,San Joaquin,0.0775,0
2022,Lockeford,San Joaquin,0.0775,0
2020,Lockheed,Santa Cruz,0.09,
2021,Lockheed,Santa Cruz,0.09,0
2022,Lockheed,Santa Cruz,0.09,0
2020,Lockwood,Monterey,0.0775,
2021,Lockwood,Monterey,0.0775,0
2022,Lockwood,Monterey,0.0775,0
2020,Lodi,San Joaquin,0.0825,
2021,Lodi,San Joaquin,0.0825,0
2022,Lodi,San Joaquin,0.0825,0
2020,Loleta,Humboldt,0.0775,
2021,Loleta,Humboldt,0.0775,0
2022,Loleta,Humboldt,0.0775,0
2020,Loma Linda,San Bernardino,0.0775,
2021,Loma Linda,San Bernardino,0.0775,0
2022,Loma Linda,San Bernardino,0.0775,0
2020,Loma Mar,San Mateo,0.0925,
2021,Loma Mar,San Mateo,0.0925,0
2022,Loma Mar,San Mateo,0.09375,0.013513514
2020,Loma Rica,Yuba,0.0825,
2021,Loma Rica,Yuba,0.0825,0
2022,Loma Rica,Yuba,0.0825,0
2020,Lomita,Los Angeles,0.095,
2021,Lomita,Los Angeles,0.095,0
2022,Lomita,Los Angeles,0.1025,0.078947368
2020,Lompoc,Santa Barbara,0.0775,
2021,Lompoc,Santa Barbara,0.0875,0.129032258
2022,Lompoc,Santa Barbara,0.0875,0
2020,London,Tulare,0.0775,
2021,London,Tulare,0.0775,0
2022,London,Tulare,0.0775,0
2020,Lone Pine,Inyo,0.0775,
2021,Lone Pine,Inyo,0.0775,0
2022,Lone Pine,Inyo,0.0775,0
2020,Long Barn,Tuolumne,0.0725,
2021,Long Barn,Tuolumne,0.0725,0
2022,Long Barn,Tuolumne,0.0725,0
2020,Long Beach,Los Angeles,0.1025,
2021,Long Beach,Los Angeles,0.1025,0
2022,Long Beach,Los Angeles,0.1025,0
2020,Longview,Los Angeles,0.095,
2021,Longview,Los Angeles,0.095,0
2022,Longview,Los Angeles,0.095,0
2020,Lookout,Modoc,0.0725,
2021,Lookout,Modoc,0.0725,0
2022,Lookout,Modoc,0.0725,0
2020,Loomis,Placer,0.075,
2021,Loomis,Placer,0.075,0
2022,Loomis,Placer,0.075,0
2020,Lorre Estates,Santa Clara,0.09,
2021,Lorre Estates,Santa Clara,0.09,0
2022,Lorre Estates,Santa Clara,0.09125,0.013888889
2020,Los Alamitos,Orange,0.0775,
2021,Los Alamitos,Orange,0.0775,0
2022,Los Alamitos,Orange,0.0925,0.193548387
2020,Los Alamos,Santa Barbara,0.0775,
2021,Los Alamos,Santa Barbara,0.0775,0
2022,Los Alamos,Santa Barbara,0.0775,0
2020,Los Altos,Santa Clara,0.09,
2021,Los Altos,Santa Clara,0.09,0
2022,Los Altos,Santa Clara,0.09125,0.013888889
2020,Los Altos Hills,Santa Clara,0.09,
2021,Los Altos Hills,Santa Clara,0.09,0
2022,Los Altos Hills,Santa Clara,0.09125,0.013888889
2020,Los Angeles,Los Angeles,0.095,
2021,Los Angeles,Los Angeles,0.095,0
2022,Los Angeles,Los Angeles,0.095,0
2020,Los Banos,Merced,0.0875,
2021,Los Banos,Merced,0.0875,0
2022,Los Banos,Merced,0.0875,0
2020,Los Gatos,Santa Clara,0.09125,
2021,Los Gatos,Santa Clara,0.09125,0
2022,Los Gatos,Santa Clara,0.0925,0.01369863
2020,Los Molinos,Tehama,0.0725,
2021,Los Molinos,Tehama,0.0725,0
2022,Los Molinos,Tehama,0.0725,0
2020,Los Nietos,Los Angeles,0.095,
2021,Los Nietos,Los Angeles,0.095,0
2022,Los Nietos,Los Angeles,0.095,0
2020,Los Olivos,Santa Barbara,0.0775,
2021,Los Olivos,Santa Barbara,0.0775,0
2022,Los Olivos,Santa Barbara,0.0775,0
2020,Los Osos,San Luis Obispo,0.0725,
2021,Los Osos,San Luis Obispo,0.0725,0
2022,Los Osos,San Luis Obispo,0.0725,0
2020,Los Padres,San Luis Obispo,0.0725,
2021,Los Padres,San Luis Obispo,0.0725,0
2022,Los Padres,San Luis Obispo,0.0725,0
2020,Los Serranos (Chino Hills),San Bernardino,0.0775,
2021,Los Serranos (Chino Hills),San Bernardino,0.0775,0
2022,Los Serranos (Chino Hills),San Bernardino,0.0775,0
2020,Lost Hills,Kern,0.0725,
2021,Lost Hills,Kern,0.0725,0
2022,Lost Hills,Kern,0.0725,0
2020,Lost Lake,Riverside,0.0775,
2021,Lost Lake,Riverside,0.0775,0
2022,Lost Lake,Riverside,0.0775,0
2020,Lotus,El Dorado,0.0725,
2021,Lotus,El Dorado,0.0725,0
2022,Lotus,El Dorado,0.0725,0
2020,Lower Lake,Lake,0.0725,
2021,Lower Lake,Lake,0.0725,0
2022,Lower Lake,Lake,0.0725,0
2020,Loyalton,Sierra,0.0725,
2021,Loyalton,Sierra,0.0725,0
2022,Loyalton,Sierra,0.0725,0
2020,Lucerne,Lake,0.0725,
2021,Lucerne,Lake,0.0725,0
2022,Lucerne,Lake,0.0725,0
2020,Lucerne Valley,San Bernardino,0.0775,
2021,Lucerne Valley,San Bernardino,0.0775,0
2022,Lucerne Valley,San Bernardino,0.0775,0
2020,Lucia,Monterey,0.0775,
2021,Lucia,Monterey,0.0775,0
2022,Lucia,Monterey,0.0775,0
2020,Ludlow,San Bernardino,0.0775,
2021,Ludlow,San Bernardino,0.0775,0
2022,Ludlow,San Bernardino,0.0775,0
2020,Lugo,Los Angeles,0.095,
2021,Lugo,Los Angeles,0.095,0
2022,Lugo,Los Angeles,0.095,0
2020,Lynwood,Los Angeles,0.1025,
2021,Lynwood,Los Angeles,0.1025,0
2022,Lynwood,Los Angeles,0.1025,0
2020,Lytle Creek,San Bernardino,0.0775,
2021,Lytle Creek,San Bernardino,0.0775,0
2022,Lytle Creek,San Bernardino,0.0775,0
2020,Macdoel,Siskiyou,0.0725,
2021,Macdoel,Siskiyou,0.0725,0
2022,Macdoel,Siskiyou,0.0725,0
2020,Maclay,Los Angeles,0.095,
2021,Maclay,Los Angeles,0.095,0
2022,Maclay,Los Angeles,0.095,0
2020,Mad River,Trinity,0.0725,
2021,Mad River,Trinity,0.0725,0
2022,Mad River,Trinity,0.0725,0
2020,Madeline,Lassen,0.0725,
2021,Madeline,Lassen,0.0725,0
2022,Madeline,Lassen,0.0725,0
2020,Madera,Madera,0.0825,
2021,Madera,Madera,0.0825,0
2022,Madera,Madera,0.0825,0
2020,Madison,Yolo,0.0725,
2021,Madison,Yolo,0.0725,0
2022,Madison,Yolo,0.0725,0
2020,Magalia,Butte,0.0725,
2021,Magalia,Butte,0.0725,0
2022,Magalia,Butte,0.0725,0
2020,Malaga,Fresno,0.07975,
2021,Malaga,Fresno,0.07975,0
2022,Malaga,Fresno,0.07975,0
2020,Malibu,Los Angeles,0.095,
2021,Malibu,Los Angeles,0.095,0
2022,Malibu,Los Angeles,0.095,0
2020,Mammoth Lakes,Mono,0.0775,
2021,Mammoth Lakes,Mono,0.0775,0
2022,Mammoth Lakes,Mono,0.0775,0
2020,Manhattan Beach,Los Angeles,0.095,
2021,Manhattan Beach,Los Angeles,0.095,0
2022,Manhattan Beach,Los Angeles,0.095,0
2020,Manteca,San Joaquin,0.0825,
2021,Manteca,San Joaquin,0.0825,0
2022,Manteca,San Joaquin,0.0825,0
2020,Manton,Tehama,0.0725,
2021,Manton,Tehama,0.0725,0
2022,Manton,Tehama,0.0725,0
2020,Manzanita Lake,Shasta,0.0725,
2021,Manzanita Lake,Shasta,0.0725,0
2022,Manzanita Lake,Shasta,0.0725,0
2020,Mar Vista,Los Angeles,0.095,
2021,Mar Vista,Los Angeles,0.095,0
2022,Mar Vista,Los Angeles,0.095,0
2020,Marcelina,Los Angeles,0.095,
2021,Marcelina,Los Angeles,0.095,0
2022,Marcelina,Los Angeles,0.095,0
2020,March A.F.B.,Riverside,0.0775,
2021,March A.F.B.,Riverside,0.0775,0
2022,March A.F.B.,Riverside,0.0775,0
2020,Mare Island (Vallejo),Solano,0.08375,
2021,Mare Island (Vallejo),Solano,0.08375,0
2022,Mare Island (Vallejo),Solano,0.08375,0
2020,Maricopa,Kern,0.0725,
2021,Maricopa,Kern,0.0725,0
2022,Maricopa,Kern,0.0725,0
2020,Marin City,Marin,0.0825,
2021,Marin City,Marin,0.0825,0
2022,Marin City,Marin,0.0825,0
2020,Marina,Monterey,0.0925,
2021,Marina,Monterey,0.0925,0
2022,Marina,Monterey,0.0925,0
2020,Marina Del Rey,Los Angeles,0.095,
2021,Marina Del Rey,Los Angeles,0.095,0
2022,Marina Del Rey,Los Angeles,0.095,0
2020,Marine Corps (Twentynine Palms),San Bernardino,0.0775,
2021,Marine Corps (Twentynine Palms),San Bernardino,0.0775,0
2022,Marine Corps (Twentynine Palms),San Bernardino,0.0775,0
2020,Mariner,Orange,0.0775,
2021,Mariner,Orange,0.0775,0
2022,Mariner,Orange,0.0775,0
2020,Mariposa,Mariposa,0.0775,
2021,Mariposa,Mariposa,0.0775,0
2022,Mariposa,Mariposa,0.0775,0
2020,Markleeville,Alpine,0.0725,
2021,Markleeville,Alpine,0.0725,0
2022,Markleeville,Alpine,0.0725,0
2020,Marsh Manor,San Mateo,0.0925,
2021,Marsh Manor,San Mateo,0.0925,0
2022,Marsh Manor,San Mateo,0.09375,0.013513514
2020,Marshall,Marin,0.0825,
2021,Marshall,Marin,0.0825,0
2022,Marshall,Marin,0.0825,0
2020,Martell,Amador,0.0775,
2021,Martell,Amador,0.0775,0
2022,Martell,Amador,0.0775,0
2020,Martinez,Contra Costa,0.0925,
2021,Martinez,Contra Costa,0.0925,0
2022,Martinez,Contra Costa,0.0975,0.054054054
2020,Marysville,Yuba,0.0825,
2021,Marysville,Yuba,0.0825,0
2022,Marysville,Yuba,0.0825,0
2020,Mather,Sacramento,0.0775,
2021,Mather,Sacramento,0.0775,0
2022,Mather,Sacramento,0.0775,0
2020,Mather,Tuolumne,0.0725,
2021,Mather,Tuolumne,0.0725,0
2022,Mather,Tuolumne,0.0725,0
2020,Maxwell,Colusa,0.0725,
2021,Maxwell,Colusa,0.0725,0
2022,Maxwell,Colusa,0.0725,0
2020,Maywood,Los Angeles,0.095,
2021,Maywood,Los Angeles,0.095,0
2022,Maywood,Los Angeles,0.095,0
2020,McArthur,Shasta,0.0725,
2021,McArthur,Shasta,0.0725,0
2022,McArthur,Shasta,0.0725,0
2020,McClellan,Sacramento,0.0775,
2021,McClellan,Sacramento,0.0775,0
2022,McClellan,Sacramento,0.0775,0
2020,McCloud,Siskiyou,0.0725,
2021,McCloud,Siskiyou,0.0725,0
2022,McCloud,Siskiyou,0.0725,0
2020,McFarland,Kern,0.0725,
2021,McFarland,Kern,0.0725,0
2022,McFarland,Kern,0.0725,0
2020,McKinleyville,Humboldt,0.0775,
2021,McKinleyville,Humboldt,0.0775,0
2022,McKinleyville,Humboldt,0.0775,0
2020,McKittrick,Kern,0.0725,
2021,McKittrick,Kern,0.0725,0
2022,McKittrick,Kern,0.0725,0
2020,Mead Valley,Riverside,0.0775,
2021,Mead Valley,Riverside,0.0775,0
2022,Mead Valley,Riverside,0.0775,0
2020,Meadow Valley,Plumas,0.0725,
2021,Meadow Valley,Plumas,0.0725,0
2022,Meadow Valley,Plumas,0.0725,0
2020,Meadow Vista,Placer,0.0725,
2021,Meadow Vista,Placer,0.0725,0
2022,Meadow Vista,Placer,0.0725,0
2020,Meadowbrook,Riverside,0.0775,
2021,Meadowbrook,Riverside,0.0775,0
2022,Meadowbrook,Riverside,0.0775,0
2020,Mecca,Riverside,0.0775,
2021,Mecca,Riverside,0.0775,0
2022,Mecca,Riverside,0.0775,0
2020,Meeks Bay,El Dorado,0.0725,
2021,Meeks Bay,El Dorado,0.0725,0
2022,Meeks Bay,El Dorado,0.0725,0
2020,Meiners Oaks,Ventura,0.0725,
2021,Meiners Oaks,Ventura,0.0725,0
2022,Meiners Oaks,Ventura,0.0725,0
2020,Mendocino,Mendocino,0.07875,
2021,Mendocino,Mendocino,0.07875,0
2022,Mendocino,Mendocino,0.07875,0
2020,Mendota,Fresno,0.07975,
2021,Mendota,Fresno,0.07975,0
2022,Mendota,Fresno,0.07975,0
2020,Menifee,Riverside,0.0875,
2021,Menifee,Riverside,0.0875,0
2022,Menifee,Riverside,0.0875,0
2020,Menlo Park,San Mateo,0.0925,
2021,Menlo Park,San Mateo,0.0925,0
2022,Menlo Park,San Mateo,0.09375,0.013513514
2020,Mentone,San Bernardino,0.0775,
2021,Mentone,San Bernardino,0.0775,0
2022,Mentone,San Bernardino,0.0775,0
2020,Merced,Merced,0.0825,
2021,Merced,Merced,0.0825,0
2022,Merced,Merced,0.0825,0
2020,Meridian,Sutter,0.0725,
2021,Meridian,Sutter,0.0725,0
2022,Meridian,Sutter,0.0725,0
2020,Mettler,Kern,0.0725,
2021,Mettler,Kern,0.0725,0
2022,Mettler,Kern,0.0725,0
2020,Meyers,El Dorado,0.0725,
2021,Meyers,El Dorado,0.0725,0
2022,Meyers,El Dorado,0.0725,0
2020,Mi-Wuk Village,Tuolumne,0.0725,
2021,Mi-Wuk Village,Tuolumne,0.0725,0
2022,Mi-Wuk Village,Tuolumne,0.0725,0
2020,Middletown,Lake,0.0725,
2021,Middletown,Lake,0.0725,0
2022,Middletown,Lake,0.0725,0
2020,Midland,Riverside,0.0775,
2021,Midland,Riverside,0.0775,0
2022,Midland,Riverside,0.0775,0
2020,Midpines,Mariposa,0.0775,
2021,Midpines,Mariposa,0.0775,0
2022,Midpines,Mariposa,0.0775,0
2020,Midway City,Orange,0.0775,
2021,Midway City,Orange,0.0775,0
2022,Midway City,Orange,0.0775,0
2020,Milford,Lassen,0.0725,
2021,Milford,Lassen,0.0725,0
2022,Milford,Lassen,0.0725,0
2020,Mill Creek,Tehama,0.0725,
2021,Mill Creek,Tehama,0.0725,0
2022,Mill Creek,Tehama,0.0725,0
2020,Mill Valley,Marin,0.0825,
2021,Mill Valley,Marin,0.0825,0
2022,Mill Valley,Marin,0.0825,0
2020,Millbrae,San Mateo,0.0925,
2021,Millbrae,San Mateo,0.0925,0
2022,Millbrae,San Mateo,0.09375,0.013513514
2020,Millville,Shasta,0.0725,
2021,Millville,Shasta,0.0725,0
2022,Millville,Shasta,0.0725,0
2020,Milpitas,Santa Clara,0.09,
2021,Milpitas,Santa Clara,0.09,0
2022,Milpitas,Santa Clara,0.09375,0.041666667
2020,Mineral,Tehama,0.0725,
2021,Mineral,Tehama,0.0725,0
2022,Mineral,Tehama,0.0725,0
2020,Mineral King,Tulare,0.0775,
2021,Mineral King,Tulare,0.0775,0
2022,Mineral King,Tulare,0.0775,0
2020,Mint Canyon,Los Angeles,0.095,
2021,Mint Canyon,Los Angeles,0.095,0
2022,Mint Canyon,Los Angeles,0.095,0
2020,Mira Loma,Riverside,0.0775,
2021,Mira Loma,Riverside,0.0775,0
2022,Mira Loma,Riverside,0.0775,0
2020,Mira Vista,Contra Costa,0.0825,
2021,Mira Vista,Contra Costa,0.0825,0
2022,Mira Vista,Contra Costa,0.0875,0.060606061
2020,Miracle Hot Springs,Kern,0.0725,
2021,Miracle Hot Springs,Kern,0.0725,0
2022,Miracle Hot Springs,Kern,0.0725,0
2020,Miramar (San Diego),San Diego,0.0775,
2021,Miramar (San Diego),San Diego,0.0775,0
2022,Miramar (San Diego),San Diego,0.0775,0
2020,Miramonte,Fresno,0.07975,
2021,Miramonte,Fresno,0.07975,0
2022,Miramonte,Fresno,0.07975,0
2020,Miranda,Humboldt,0.0775,
2021,Miranda,Humboldt,0.0775,0
2022,Miranda,Humboldt,0.0775,0
2020,Mission Hills (Los Angeles),Los Angeles,0.095,
2021,Mission Hills (Los Angeles),Los Angeles,0.095,0
2022,Mission Hills (Los Angeles),Los Angeles,0.095,0
2020,Mission Viejo,Orange,0.0775,
2021,Mission Viejo,Orange,0.0775,0
2022,Mission Viejo,Orange,0.0775,0
2020,Moccasin,Tuolumne,0.0725,
2021,Moccasin,Tuolumne,0.0725,0
2022,Moccasin,Tuolumne,0.0725,0
2020,Modesto,Stanislaus,0.07875,
2021,Modesto,Stanislaus,0.07875,0
2022,Modesto,Stanislaus,0.07875,0
2020,Moffett Field,Santa Clara,0.09,
2021,Moffett Field,Santa Clara,0.09,0
2022,Moffett Field,Santa Clara,0.09125,0.013888889
2020,Mojave,Kern,0.0725,
2021,Mojave,Kern,0.0725,0
2022,Mojave,Kern,0.0725,0
2020,Mokelumne Hill,Calaveras,0.0725,
2021,Mokelumne Hill,Calaveras,0.0725,0
2022,Mokelumne Hill,Calaveras,0.0725,0
2020,Monarch Beach (Dana Point),Orange,0.0775,
2021,Monarch Beach (Dana Point),Orange,0.0775,0
2022,Monarch Beach (Dana Point),Orange,0.0775,0
2020,Moneta,Los Angeles,0.095,
2021,Moneta,Los Angeles,0.095,0
2022,Moneta,Los Angeles,0.095,0
2020,Mono Hot Springs,Fresno,0.07975,
2021,Mono Hot Springs,Fresno,0.07975,0
2022,Mono Hot Springs,Fresno,0.07975,0
2020,Mono Lake,Mono,0.0725,
2021,Mono Lake,Mono,0.0725,0
2022,Mono Lake,Mono,0.0725,0
2020,Monolith,Kern,0.0725,
2021,Monolith,Kern,0.0725,0
2022,Monolith,Kern,0.0725,0
2020,Monrovia,Los Angeles,0.095,
2021,Monrovia,Los Angeles,0.1025,0.078947368
2022,Monrovia,Los Angeles,0.1025,0
2020,Monta Vista,Santa Clara,0.09,
2021,Monta Vista,Santa Clara,0.09,0
2022,Monta Vista,Santa Clara,0.09125,0.013888889
2020,Montague,Siskiyou,0.0725,
2021,Montague,Siskiyou,0.0725,0
2022,Montague,Siskiyou,0.0725,0
2020,Montalvo (Ventura),Ventura,0.0775,
2021,Montalvo (Ventura),Ventura,0.0775,0
2022,Montalvo (Ventura),Ventura,0.0775,0
2020,Montara,San Mateo,0.0925,
2021,Montara,San Mateo,0.0925,0
2022,Montara,San Mateo,0.09375,0.013513514
2020,Montclair,San Bernardino,0.08,
2021,Montclair,San Bernardino,0.08,0
2022,Montclair,San Bernardino,0.09,0.125
2020,Monte Rio,Sonoma,0.0825,
2021,Monte Rio,Sonoma,0.0825,0
2022,Monte Rio,Sonoma,0.085,0.03030303
2020,Monte Sereno,Santa Clara,0.09,
2021,Monte Sereno,Santa Clara,0.09,0
2022,Monte Sereno,Santa Clara,0.09125,0.013888889
2020,Montebello,Los Angeles,0.095,
2021,Montebello,Los Angeles,0.1025,0.078947368
2022,Montebello,Los Angeles,0.1025,0
2020,Montecito,Santa Barbara,0.0775,
2021,Montecito,Santa Barbara,0.0775,0
2022,Montecito,Santa Barbara,0.0775,0
2020,Monterey,Monterey,0.0875,
2021,Monterey,Monterey,0.0925,0.057142857
2022,Monterey,Monterey,0.0925,0
2020,Monterey Bay Academy,Santa Cruz,0.09,
2021,Monterey Bay Academy,Santa Cruz,0.09,0
2022,Monterey Bay Academy,Santa Cruz,0.09,0
2020,Monterey Park,Los Angeles,0.095,
2021,Monterey Park,Los Angeles,0.095,0
2022,Monterey Park,Los Angeles,0.095,0
2020,Montgomery Creek,Shasta,0.0725,
2021,Montgomery Creek,Shasta,0.0725,0
2022,Montgomery Creek,Shasta,0.0725,0
2020,Montrose,Los Angeles,0.095,
2021,Montrose,Los Angeles,0.095,0
2022,Montrose,Los Angeles,0.095,0
2020,Mooney,Tulare,0.0775,
2021,Mooney,Tulare,0.0775,0
2022,Mooney,Tulare,0.0775,0
2020,Moonridge,San Bernardino,0.0775,
2021,Moonridge,San Bernardino,0.0775,0
2022,Moonridge,San Bernardino,0.0775,0
2020,Moorpark,Ventura,0.0725,
2021,Moorpark,Ventura,0.0725,0
2022,Moorpark,Ventura,0.0725,0
2020,Moraga,Contra Costa,0.0925,
2021,Moraga,Contra Costa,0.0925,0
2022,Moraga,Contra Costa,0.0975,0.054054054
2020,Moreno Valley,Riverside,0.0775,
2021,Moreno Valley,Riverside,0.0775,0
2022,Moreno Valley,Riverside,0.0775,0
2020,Morgan Hill,Santa Clara,0.09,
2021,Morgan Hill,Santa Clara,0.09,0
2022,Morgan Hill,Santa Clara,0.09125,0.013888889
2020,Morongo Valley,San Bernardino,0.0775,
2021,Morongo Valley,San Bernardino,0.0775,0
2022,Morongo Valley,San Bernardino,0.0775,0
2020,Morro Bay,San Luis Obispo,0.0775,
2021,Morro Bay,San Luis Obispo,0.0775,0
2022,Morro Bay,San Luis Obispo,0.0875,0.129032258
2020,Morro Plaza,San Luis Obispo,0.0725,
2021,Morro Plaza,San Luis Obispo,0.0725,0
2022,Morro Plaza,San Luis Obispo,0.0725,0
2020,Moss Beach,San Mateo,0.0925,
2021,Moss Beach,San Mateo,0.0925,0
2022,Moss Beach,San Mateo,0.09375,0.013513514
2020,Moss Landing,Monterey,0.0775,
2021,Moss Landing,Monterey,0.0775,0
2022,Moss Landing,Monterey,0.0775,0
2020,Mount Hamilton,Santa Clara,0.09,
2021,Mount Hamilton,Santa Clara,0.09,0
2022,Mount Hamilton,Santa Clara,0.09125,0.013888889
2020,Mount Hebron,Siskiyou,0.0725,
2021,Mount Hebron,Siskiyou,0.0725,0
2022,Mount Hebron,Siskiyou,0.0725,0
2020,Mount Hermon,Santa Cruz,0.09,
2021,Mount Hermon,Santa Cruz,0.09,0
2022,Mount Hermon,Santa Cruz,0.09,0
2020,Mount Laguna,San Diego,0.0775,
2021,Mount Laguna,San Diego,0.0775,0
2022,Mount Laguna,San Diego,0.0775,0
2020,Mount Shasta,Siskiyou,0.075,
2021,Mount Shasta,Siskiyou,0.075,0
2022,Mount Shasta,Siskiyou,0.075,0
2020,Mount Wilson,Los Angeles,0.095,
2021,Mount Wilson,Los Angeles,0.095,0
2022,Mount Wilson,Los Angeles,0.095,0
2020,Mountain Center,Riverside,0.0775,
2021,Mountain Center,Riverside,0.0775,0
2022,Mountain Center,Riverside,0.0775,0
2020,Mountain Mesa,Kern,0.0725,
2021,Mountain Mesa,Kern,0.0725,0
2022,Mountain Mesa,Kern,0.0725,0
2020,Mountain Pass,San Bernardino,0.0775,
2021,Mountain Pass,San Bernardino,0.0775,0
2022,Mountain Pass,San Bernardino,0.0775,0
2020,Mountain Ranch,Calaveras,0.0725,
2021,Mountain Ranch,Calaveras,0.0725,0
2022,Mountain Ranch,Calaveras,0.0725,0
2020,Mountain View,Santa Clara,0.09,
2021,Mountain View,Santa Clara,0.09,0
2022,Mountain View,Santa Clara,0.09125,0.013888889
2020,Mt. Aukum,El Dorado,0.0725,
2021,Mt. Aukum,El Dorado,0.0725,0
2022,Mt. Aukum,El Dorado,0.0725,0
2020,Mt. Baldy,San Bernardino,0.0775,
2021,Mt. Baldy,San Bernardino,0.0775,0
2022,Mt. Baldy,San Bernardino,0.0775,0
2020,Murphys,Calaveras,0.0725,
2021,Murphys,Calaveras,0.0725,0
2022,Murphys,Calaveras,0.0725,0
2020,Murrieta,Riverside,0.0875,
2021,Murrieta,Riverside,0.0875,0
2022,Murrieta,Riverside,0.0875,0
2020,Muscoy,San Bernardino,0.0775,
2021,Muscoy,San Bernardino,0.0775,0
2022,Muscoy,San Bernardino,0.0775,0
2020,Myers Flat,Humboldt,0.0775,
2021,Myers Flat,Humboldt,0.0775,0
2022,Myers Flat,Humboldt,0.0775,0
2020,Napa,Napa,0.0775,
2021,Napa,Napa,0.0775,0
2022,Napa,Napa,0.0775,0
2020,Naples,Los Angeles,0.095,
2021,Naples,Los Angeles,0.095,0
2022,Naples,Los Angeles,0.095,0
2020,Nashville,El Dorado,0.0725,
2021,Nashville,El Dorado,0.0725,0
2022,Nashville,El Dorado,0.0725,0
2020,National City,San Diego,0.0875,
2021,National City,San Diego,0.0875,0
2022,National City,San Diego,0.0875,0
2020,Naval (Port Hueneme),Ventura,0.0875,
2021,Naval (Port Hueneme),Ventura,0.0875,0
2022,Naval (Port Hueneme),Ventura,0.0875,0
2020,Naval (San Diego),San Diego,0.0775,
2021,Naval (San Diego),San Diego,0.0775,0
2022,Naval (San Diego),San Diego,0.0775,0
2020,Naval Air Station (Alameda),Alameda,0.0975,
2021,Naval Air Station (Alameda),Alameda,0.0975,0
2022,Naval Air Station (Alameda),Alameda,0.1075,0.102564103
2020,Naval Air Station (Coronado),San Diego,0.0775,
2021,Naval Air Station (Coronado),San Diego,0.0775,0
2022,Naval Air Station (Coronado),San Diego,0.0775,0
2020,Naval Air Station (Lemoore),Kings,0.0725,
2021,Naval Air Station (Lemoore),Kings,0.0725,0
2022,Naval Air Station (Lemoore),Kings,0.0725,0
2020,Naval Hospital (Oakland),Alameda,0.0925,
2021,Naval Hospital (Oakland),Alameda,0.0925,0
2022,Naval Hospital (Oakland),Alameda,0.1025,0.108108108
2020,Naval Hospital (San Diego),San Diego,0.0775,
2021,Naval Hospital (San Diego),San Diego,0.0775,0
2022,Naval Hospital (San Diego),San Diego,0.0775,0
2020,Naval Supply Center (Oakland),Alameda,0.0925,
2021,Naval Supply Center (Oakland),Alameda,0.0925,0
2022,Naval Supply Center (Oakland),Alameda,0.1025,0.108108108
2020,Naval Training Center (San Diego),San Diego,0.0775,
2021,Naval Training Center (San Diego),San Diego,0.0775,0
2022,Naval Training Center (San Diego),San Diego,0.0775,0
2020,Navarro,Mendocino,0.07875,
2021,Navarro,Mendocino,0.07875,0
2022,Navarro,Mendocino,0.07875,0
2020,Needles,San Bernardino,0.0775,
2021,Needles,San Bernardino,0.0775,0
2022,Needles,San Bernardino,0.0775,0
2020,Nelson,Butte,0.0725,
2021,Nelson,Butte,0.0725,0
2022,Nelson,Butte,0.0725,0
2020,Nevada City,Nevada,0.08375,
2021,Nevada City,Nevada,0.08375,0
2022,Nevada City,Nevada,0.08375,0
2020,New Almaden,Santa Clara,0.09,
2021,New Almaden,Santa Clara,0.09,0
2022,New Almaden,Santa Clara,0.09125,0.013888889
2020,New Cuyama,Santa Barbara,0.0775,
2021,New Cuyama,Santa Barbara,0.0775,0
2022,New Cuyama,Santa Barbara,0.0775,0
2020,New Idria,San Benito,0.0825,
2021,New Idria,San Benito,0.0825,0
2022,New Idria,San Benito,0.0825,0
2020,Newark,Alameda,0.0975,
2021,Newark,Alameda,0.0975,0
2022,Newark,Alameda,0.1075,0.102564103
2020,Newberry,San Bernardino,0.0775,
2021,Newberry,San Bernardino,0.0775,0
2022,Newberry,San Bernardino,0.0775,0
2020,Newberry Springs,San Bernardino,0.0775,
2021,Newberry Springs,San Bernardino,0.0775,0
2022,Newberry Springs,San Bernardino,0.0775,0
2020,Newbury Park (Thousand Oaks),Ventura,0.0725,
2021,Newbury Park (Thousand Oaks),Ventura,0.0725,0
2022,Newbury Park (Thousand Oaks),Ventura,0.0725,0
2020,Newcastle,Placer,0.0725,
2021,Newcastle,Placer,0.0725,0
2022,Newcastle,Placer,0.0725,0
2020,Newhall (Santa Clarita),Los Angeles,0.095,
2021,Newhall (Santa Clarita),Los Angeles,0.095,0
2022,Newhall (Santa Clarita),Los Angeles,0.095,0
2020,Newman,Stanislaus,0.07875,
2021,Newman,Stanislaus,0.07875,0
